,Unnamed: 0,Title,Article,Headline,Title_URL,Image,Facebook_likes,Facebook_comments,Facebook_shares,Comment_replies,results
48,48,CNN,"Basketball Hall of Famer Elgin Baylor has died from natural causes, according to the Los Angeles Lakers. Baylor, who played for the Lakers for 14 seasons and was an All-Star 11 times, was 86.",Former Los Angeles Lakers star Elgin Baylor dies at 86,https://www.facebook.com/cnn/?__cft__[0]=AZVZVsAstcoE6dc5X5orqjEXIpG0Z-yQqThJJcM3so3uISEVihts6z5yS2ZxkUUnNEFR_K83d_bNhxiWjBcV_ONUCvFy7gzhyXcJIMsmizax4zbRZEa7t3MRfxoOmFjuRb4QlJ9Q0jDhkdr-5w7vsWpc&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF_MUdVrI0hhO2l&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210322153812-01-elgin-baylor-1965-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEzQNNEWJsmyQNs,891.0,132.0,168.0,0,'FAKE'
50,50,CNN,"Krispy Kreme has come up with a way to make getting the Covid-19 vaccine extra sweet. Starting Monday until the end of the year, if you take your vaccination card to any Krispy Kreme location in the US, you can get a free glazed doughnut each day.",Krispy Kreme is making vaccinations extra sweet with a free doughnut a day for the rest of the year,https://www.facebook.com/cnn/?__cft__[0]=AZV1PALCHoRDnsEYWygsKf64jCoLaSgJRKZ0TyKFKnRQG4POcIGxO8-NX0ib8PCWaJXt8OZCcLQwMGAFr7eBg1RBDLfSYMxNS-9EL1115WhO1ExLLg-H4NkBRhiIdmSWYDorY8uh3qr-euRB_xe_4PT6&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHvJ3KlzJf84-YI&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210322132739-krispy-kreme-donut-vaccination-card-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE_5g210d3gi9NY,28000.0,4700.0,5100.0,10,'FAKE'
51,51,CNN,"The US Border Patrol has detained more than 11,000 unaccompanied migrant children between February 28 to March 20, according to preliminary government data reviewed by CNN, already eclipsing the number of minors apprehended in the full month of February.","Border Patrol has detained more unaccompanied minors in March than all of February, preliminary data show",https://www.facebook.com/cnn/?__cft__[0]=AZXpaeMk2xRcnadMGgOEk4VoJJn3ukJ3Zz6_thl4Seh3MvjpVY4VLlS_jdewsH3pajBM7cUg86VC02c-ImveT2-yWbNbnH8pIWT7Nb4ytThppBqoj4TxGWBy5DLXC-UDM60zWgi7h2KVCmbZ_Rjlo15y&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQE1ULtyJSZLLLdD&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210322094446-03-border-facility-texas-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQG9NT9i6d8Lfu59,617.0,1200.0,103.0,57,'FAKE'
52,52,CNN,"Nike wants customers to buy more of its shoes, clothing and gear at Nike stores and on Nike.com and its apps. So the company in recent years has slashed the number of traditional retailers it sells its goods to while shifting to grow directly through its own channels, especially online.",Nikes are getting harder to find at stores. Here's why,https://www.facebook.com/cnn/?__cft__[0]=AZWdhDwug38Us7-hETByD1JhYjF6bw1FiM5B0SUOBeCBCR5eR9SoQL1qvrI17HkKxdxVnz3gDB_OeCQBwBz8AO8qpvLoKFwk6WTxmxN-q2S09wBsiic6mZIqnlc9eeMcLst4E1b5mIcTNQnx8jm23-yH&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFHxGM9wp8OHHOF&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210322115646-nike-shoes-0922-file-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQH3-mXj68MtIqwM,1300.0,791.0,376.0,0,'FAKE'
53,53,CNN,"A fresh batch of Covid stimulus payments will be issued this week, the Biden administration announced Monday, including paper checks and debit cards for those whose bank information is not on file with the government.",Next batch of stimulus payments will include paper checks and debit cards,https://www.facebook.com/cnn/?__cft__[0]=AZWCwe8axanuYpeoYwuPNdnKJi1uZ3xws9kILhYNzNjHhSmVHYzJd_Lhe-dvQUJfdqiHkTtnn3FvJ5UQ4MreFhdV4LnIoqdT2G2GKrmZOat1cCqJGgS59zZMtC5yOEL6RCySuWCy2LwTELH470sowH90&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGnq59lLO-dCItm&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210313113702-file-stimulus-check-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFWpnVxlQFSY8uc,2600.0,831.0,199.0,81,'FAKE'
55,55,CNN,"Finding a home to buy remains a challenge for house hunters right now. Inventory of homes for sale remained at a record low 1.03 million homes in February, the same as January, and dropped a record 30% from a year ago, according to the National Association of Realtors.",Homes are selling at record speed as buyers scramble to find properties,https://www.facebook.com/cnn/?__cft__[0]=AZVId3ZfYRRR9ZgPB8fbvm7-fB6ELINEPCxy-dBrxEMV2UuKo0DT3df5htjaMRbbGJVYBb6vlZCKx7vy5wBQBex9EgS7kpLRMQREh2HRcgLZSdwQdN0Dh6xIai3Ai92jittpseBHYjkH6NvEfq2lIfw0&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEg7IAeP96dOmox&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210322074945-for-sale-sign-restricted-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFkH5fQ_Z2jANAN,674.0,363.0,172.0,21,'FAKE'
57,57,CNN,"When law enforcement arrived at the scene, González told the Spanish-language newspaper Mundo Hispánico, he was put in the back of a patrol vehicle and detained by authorities. He tried to get information about what had happened to his wife, but said his questions initially went unanswered.",Officers handcuffed the husband of one of the spa shooting victims for hours after the attacks,https://www.facebook.com/cnn/?__cft__[0]=AZWfhqvLes5k_qMWA0KZEvxrhAIpHyCXpI8cifrkkpu8n2HryBDyfdvJ7XwZ-_a91LwLjkp2r1Uxn2SoCz4xEmbYU66zEVuhrmheRzvSRkgwXdfz50ytCfeaDE_b9HQhtwIT0TLJt34gJkf4Uafm4cMg&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQElczjLtdlGZG_b&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210322114258-youngs-asian-massage-0317-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF6nqWF_e57FErp,12000.0,2800.0,825.0,683,'FAKE'
59,59,CNN,"Record-breaking floods in southeastern Australia have caused a mass animal exodus to higher ground, with spiders in particular surging onto people's land and into their homes.",Spiders and snakes swarm Australian homes as they flee flooding,https://www.facebook.com/cnn/?__cft__[0]=AZUVglfO-KTscqBIZhO_QajK5uKWebqKKjpEbDfl2DgqRIxamoSU5-p025O0dgjmaU9KSbLal7hsHYE2ucohujsR4nfofZC7glJ8x7elpw5MDEulzIxYKJ1yLW9IxYupoYhMOKZnLyUFOaQUafwC_cn3&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEobLRRmP6LiSnO&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210322072513-spider-exodus-australia-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHmsVWCQGUAUBZW,2900.0,1100.0,598.0,8,'FAKE'
60,60,CNN,"Accounts of hearing sounds from the northern lights are not unusual, but there has been little scientific research into the phenomenon.",There is little research to back reports of northern lights sounds. So what are people hearing?,https://www.facebook.com/cnn/?__cft__[0]=AZUF9yuYauLosMM-fQ1nfOc7lNe2AGWJF7U_cT57QM9Rw8r5Wfv8wdqlbn2iqlXrK2e8xxUpf8IAcW4ygTHlb1dAkNQ9wgEC_KOZm3Qy-HtnhgbTEq1z_dRVDSlKQ_wPAHyiKludCW-e6rxMzDU_vjtC&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGKILLYkFwO-lb1&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317220954-restricted-02-northern-lights-sounds-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGIYROnD5nNBra5,418.0,140.0,77.0,2,'FAKE'
64,64,CNN,Here are some ways people of all backgrounds can help stop the vitriol and violence,How to help Asian Americans under attack,https://www.facebook.com/cnn/?__cft__[0]=AZX7ssZ5qyzrrMxC-G8mrPGEWZ_YdgugjixQGHVKvZ8Ij12M4dKiQtF30MgDtTbGZGsc3TqGN7dr2R37kPxuyHF3S0ZwmHqOd4lLgaqjLm0dx16IDQXVsTtZClvaZtTuVnfTG1V3wH_YYY6j_DKeC8FJ&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEhivHpTuBVulZ1&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210321171135-restricted-stop-asian-hate-rally-atlanta-0320-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFZOeLH5EhQFLY9,2200.0,1500.0,160.0,54,'FAKE'
66,66,CNN,"As the number of unaccompanied migrant children crossing the US-Mexico border continues to rise, hundreds have been kept in US Border Patrol facilities not meant for minors.",,https://www.facebook.com/cnn/?__cft__[0]=AZWhMDJmAJAnuzAnA0-Pn-BRV1UQgpioKhfMKX0LIsMOCaRfEWPghwsruv49x4CPDdoLvZ_Xik0zaKiJ-Tq0PGK93sZp_iXPqfDXSdFJ2WwqK_wZf4lXmZVg_gkdalb9soRGXlWfjh1Zddy6Ckb8K4eS&__tn__=-UC%2CP-R,,12000.0,9800.0,4300.0,45,'FAKE'
67,67,CNN,"As supplies run low in Brazilian hospitals, one coastal town says it may be forced to take Covid-19 patients off their ventilators due to shortages in the medicines used for intubation.",Brazilian town says drug shortages could force Covid-19 patients off ventilators,https://www.facebook.com/cnn/?__cft__[0]=AZVE-ATjAaxlrr7_QKpBCSbh0EcwikCgdHndZV3De4s-qRVbEsIQ9H_TWTfauJLIfJhI1KF61DSOrlINYJriNKmjBWBh6hznyePXJSljHp3xxMG8b6bk0KrQst8wTjNL3v0MtIeUkxhMBBiKAVRlAqZ9&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHTCPsqvQOhdOFl&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210319113135-primera-bolsonaro-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHutlflYa8sJ_p9,1600.0,623.0,144.0,0,'FAKE'
68,68,CNN,"Join Anderson Cooper, Amara Walker, Victor Blackwell and Ana Cabrera for a special conversation. Afraid – Fear In America’s Communities of Color. Tonight at 9 p.m. ET",,https://www.facebook.com/cnn/?__cft__[0]=AZU1BXlxHU6dgkofxT8VUCJkxqgkn-_lRB-U8IKJCVrK6BVivtPNj2aaHXrXJpB6RuJdYhzg0cJ8YmNY6cw5nlysWAMBa2ngdpao554pSAJi51860md4lmuTH3XxdE82x-HOVq7mhZwQkIDXpBJTtwT-Zc-uqgku6MNBsNkd3J4vYg&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p843x403/161083040_10161853776886509_545815815396622660_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=9267fe&_nc_ohc=E2nPDHPb1EIAX_BnFe1&_nc_ht=scontent-sjc3-1.xx&tp=6&oh=66520a5c5e73618dee63afb97c8ec52c&oe=60804B30,878.0,916.0,111.0,11,'FAKE'
71,71,CNN,"More than 800 unaccompanied migrant children have been in Border Patrol custody for more than 10 days, according to documents reviewed by CNN, marking yet another jump in the number of children held longer than federal law permits.",Border Patrol numbers show another jump in the number of children held for more than 10 days,https://www.facebook.com/cnn/?__cft__[0]=AZXrZnZTRN09F7oyjBl-PnZ__qcsTQkZahfUM9gV8M-f3mkZj1Tnlz4WXNEGIsDpt7HPfkRG8_GzdC8QPXNg6Th5lM-BynatnWVKcTtoaT22jXm6GJBAcUAHNuDZtwtiIV5WLYvuca0vFAuJaj89TfK4&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF8hYFbY-hAw7sH&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210308160143-children-border-patrol-210225-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQH5c1AzGNnqwpOe,1300.0,993.0,107.0,40,'FAKE'
74,74,CNN,"Stocks are pointing to a mixed open Monday, with the Dow falling slightly while the S&P 500 and Nasdaq are higher. Positive trial results in the US for AstraZeneca's Covid-19 vaccine are lifting the mood for tech stocks. A drop in long-term bond yields is also good news for momentum stocks.",,https://www.facebook.com/cnn/?__cft__[0]=AZVRC1N6JdnHPSJkduM6BlMmQS4euOakfVOShs2WV9sh0a5WzQAaqhXJZFBbXqUj-VWqPqNVdds81Qr4QJhcnLX0dZb2YgevfyPIQeH4gMhsEfZlzhP4YO58Xez9qyKzmzgNlIkHpjjj9Cp7qKV-F31cuI-YDbXVwI9He8sP-y8i2A&__tn__=kC%2CP-R,,1300.0,1800.0,237.0,0,'FAKE'
75,75,CNN,"From the UK to Australia, reports of anti-East and anti-Southeast Asian hate crimes have increased in Western countries as the pandemic took hold this past year.",Atlanta spa attacks shine a light on anti-Asian hate crimes around the world,https://www.facebook.com/cnn/?__cft__[0]=AZWr34uB-eWV-5amozNHv0eQcml2SR4BFIJsniD4KxH2xrYiow9z3XFxTAFqMyLwV4w88uiiUoJnYCq5AZIjj1g56sjHAQur9Ee67sI6ycrn6Rq0gSCoGahChlWH9-hALcL6iP42d9rSsLPZ5htdc32G&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQG8OgxJ7EDg4ndZ&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210319025352-02-atlanta-shooting-memorial-0318-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHoTX8zs9WNZu15,1000.0,872.0,73.0,2,'FAKE'
76,76,CNN,Brooklyn-based startup DeliverZero aims to tackle New York's takeout waste problem with its reusable food containers and delivery app platform,This startup aims to take the trash out of takeout,https://www.facebook.com/cnn/?__cft__[0]=AZUj6Bo1Y-mCo3q4iA5RYUVXA8_IfYS5798bMu4IWgNS2TvOZUrHH7syDU4eJJiCeFUrMt23yzvtIczbSaTM8UX-TfPnMea0SqcL7NDfnj0iQSTTF_NdA8qPIKe_HKC2KlTDfF5kkcN1DqzhfpHsp53G&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHQIVQ-XMFTEg6E&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210318184257-05-deliverzero-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGVmkgnNTcYDX6r,698.0,109.0,44.0,2,'FAKE'
77,77,CNN,A CNN investigation has revealed the extent of the repression of pro-democracy demonstrations in Belarus.,,https://www.facebook.com/cnn/?__cft__[0]=AZXKB1DZAO4fx4OOyuZtfo1yuyH3sGreslqQ8HVJXry91_6heNdbcMNqllFioqX58RdLDqBPy-uJ-gCAA82HVDVSfVFYukI3mFHQptY8n5JMRl5W0UGw-qcp3E3uCyZqawqtqlBeyfdlAWpGfygO9GJzOalo4lbCiNXXXs7JARhYSw&__tn__=-UC%2CP-R,,227.0,143.0,70.0,5,'FAKE'
79,79,CNN,"Dr. Anthony Fauci, who has served under seven US presidents and has guided the national response to Covid-19, will soon be immortalized in a children's book.",Children's book on Dr. Anthony Fauci set for June,https://www.facebook.com/cnn/?__cft__[0]=AZU-N3xUiA5QcZ2cALr5PAMfT_QstJTx3iCwL0poHxiylgflCT28b1rhgU23OqOMsttXVV6vihXFR7NIZlryvEh7GA9Y3WT7w5ZVriNhBFxqBG-PTT9HUNIU3z1f6QSaXF-igv0tVdTImBHNJP4eJPHR&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGOUMrkhQK_yeRq&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210321225955-dr-fauci-book-restricted-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGNTvjQ50CmZ3F4,15000.0,2000.0,500.0,57,'FAKE'
80,80,CNN,"The three-bedroom, two-bathroom homes will be made from a 3D-printed stone composite material, powered by solar energy, and come with a deck and a swimming pool.",The first 3D-printed housing community in the US is being built in the California desert,https://www.facebook.com/cnn/?__cft__[0]=AZW8ZmMUYnrI-kzyULF1AIeSROnbxynKzqK1EkBM64mCketg0ncQyNKadtbFHewzaNEN8x8dtI9GKrYrfG5l4IkoLFh3EN3aagyg8xKPfXpDh9yr4U4WMSydcr9h_TKkUwT0MhQs4pu9XvfEmxIxMZLi&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGEQwWn4Zf4xhof&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210313142754-restricted-california-3d-printed-neighborhood-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE4fTKggdw9Nkby,6500.0,616.0,1200.0,41,'FAKE'
82,82,CNN,A CNN investigation has revealed the extent of the repression of pro-democracy demonstrations in Belarus.,They wanted democracy. Instead they say they were beaten and raped by police,https://www.facebook.com/cnn/?__cft__[0]=AZW_DguEV5jsCo8F_yn6a4Iyc5xi82DsAGFXJONP0M8JZ6VgC4dfMbmWbioJPSz5xdFRcWQ1OfQQwunXtfSULTI-2AvmDJnGMIWnBc5bwPSVukB47HAfRe5veqaMDUE1CQ5rDWJxTl2np9trTdT_p4rG&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFITgcj0AnbqLFy&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210316134036-01-belarus-investigation-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFkAvbWtlspqA1e,10000.0,1700.0,658.0,81,'FAKE'
83,83,CNN,"The ceremonial mask is one of over 500 items unearthed from six newly discovered ""sacrificial pits,"" according to the country's National Cultural Heritage Administration.","Archaeologists uncover 3,000-year-old gold mask in southwest China",https://www.facebook.com/cnn/?__cft__[0]=AZUmiqn8f1zVXGepN_wW9O0ksDQ6D9ge8-8OzBx6tgl6iGrgnE5J_8srTeA0enpppSZI1vsoJYXfJ0BIy-gGlTF8YGUCFZTtP0UxO3YTHCVDoJEmrUqX6efXNdOfVKx0bMoN0Xdw-Qhw_jt2V2x6ma-A&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGLFlUYNA_lA_K2&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210321225153-03-sanxingdui-ruins-in-china-restricted-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEIDMr4wwe-fZuA,2800.0,225.0,128.0,6,'FAKE'
85,85,CNN,"Benjamin Netanyahu recognized early on in the pandemic that vaccines could save not only Israel, but his political future.",Netanyahu credits himself with bringing Israel 'back to life.' Now he hopes his Covid-19 campaign will save his political future,https://www.facebook.com/cnn/?__cft__[0]=AZVDFGzokzuokULaVf9K0W9vHCGEepDHpCbencoNheRhLIISpLxM1uhUh4gAGNy1T_zwkyw4RCatGN-ZvzDRqofYivznMXfoW7-PjgOS-IwYqCPFsSSCH6Af_ciTr2dscRQYhRk8yUeMvWI3FVjOXoQj&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFcoYqyG7j0i8oE&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210321122048-03-netanyahu-covid-campaign-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF_doWLGF-B-_6v,602.0,312.0,44.0,24,'FAKE'
87,87,CNN,"More than 18,000 people have been evacuated from their homes",Thousands evacuated in Australia as 'life-threatening' floods inundate New South Wales,https://www.facebook.com/cnn/?__cft__[0]=AZV8SolNDNRr-Ngzl25b2_X5ajFK81VDLYAOyJHrclWP-hNfPcP4jfDz1XczO3nJb3VEckW3yIBQqh6OjEUttxs5to9OyjZdCPbdttQ9esCiDIJgHNpoYtzglt4KJe926rRkX-yC7ISE6norQK3uRUNs&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQE37cdhdOxtvI6B&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210321235243-02-australia-flooding-0322-restricted-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHym2On2WN5z9Sq,2000.0,303.0,153.0,7,'FAKE'
88,88,CNN,"As vacant apartments pile up in big cities, real estate agents are increasingly turning to TikTok to match twenty-somethings with rentals that are a steal by pre-pandemic standards.",Twenty-somethings are finding their dream apartments on TikTok,https://www.facebook.com/cnn/?__cft__[0]=AZUlE3HUK1wVAe6lZQ0uJHICrZkQFjQ4A2XXPliPlujYBa2Vp2zQIxztgPKALrOyUiesKamcRp3Q09sORQl8gfJzSBmTvNr_5cDiQa2Hw43VJ8oWFhETgo4TPxMwCrE3h4Gy5j9qV_nwWbTj0yxMLPJC&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQH4BFMLOqkvX6VS&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210308095806-new-york-real-estate-file-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGhckpmHdazynjo,497.0,110.0,65.0,0,'FAKE'
89,89,CNN,"""I would recommend it and I would recommend it to a lot of people that don't want to get it and a lot of those people voted for me, frankly,"" Trump said",Trump urges Americans to get Covid-19 vaccine: 'I would recommend it',https://www.facebook.com/cnn/?__cft__[0]=AZUz5sIAcptRefOY4SE8VoJYJ_2BXGHkFmSDcurL7lYiJfnE0JPOc0ZuZnyZ3Ltv0yEBKl_Mn9zoYQdEzmYIUgCYc_UZhspyP-2s8vveUz4ODtBYrbUuDSF-e6nmclGaW8EceepvgEl3dEYJ1QX-WPAU&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFA5A1fm1p3mq7M&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210303224724-donald-trump-file-201126-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEji53hW2Drp5BB,1200.0,1500.0,117.0,70,'FAKE'
90,90,CNN,Leyna Bloom is the first first Black and Asian transgender woman to be featured in a Swimsuit Issue of Sports Illustrated,Leyna Bloom makes history in Sports Illustrated Swimsuit Issue,https://www.facebook.com/cnn/?__cft__[0]=AZU26hqhR0T9pHCz9lmMfNYBojcJEN24f-uIwFbBjGcX57SUwq1h2fF3u6ADt2QHiTWHJYba7DX-iI4Ly4ZbFgz6iNjmf3ZIk_wXbWN8XwDKqh1dfaW54FFguGKH5HBFga19Q2J9D8KQ5z252a5-y8JP&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQG8DRt8cK78Ok01&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317145432-lenya-bloom-sports-illustrated-restricted-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEJYxlXpirR-HVQ,,,,267,'FAKE'
91,91,CNN,"It's illegal to buy and sell, but casu marzu, a maggot-infested sheep milk cheese is a revered delicacy on the Italian island of Sardinia.",Casu marzu: The world's 'most dangerous' cheese,https://www.facebook.com/cnn/?__cft__[0]=AZVM2pdRcnF0GT4srthOg-lxaxUwxjnsymX8I4CldLv4fGZTFVFtP0xacKscWq1ErDFrjMK_LMsSthAjUumeDPdymWwEU0KV8BcU6Np7TtJ8a8e0GZB30atcJ6c7YQ5xqiQghvcsYdf6ecoSqj8k3NYr&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGttlVhl-PTVRh1&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210317162110-casu-marzu-1-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFUQaPfIvr_HiFq,740.0,595.0,234.0,63,'FAKE'
94,94,CNN,This is how Japanese clothing brands are using ancient production techniques and pioneering new technology to create sustainable fashion.,,https://www.facebook.com/cnn/?__cft__[0]=AZWuF71Y0ofRze91Jb2SD_XZJ6Oif3EBSkwqxAPZLLRRpMfkU0VZGnBhJlv8m8f60RHn6i31HXbL3v1ZnKMIdAIWAq1n0unICmeOVWi6dSltUecGIIu4sif88NFQE79dxuIvileqkBbtZEjIm-wT-oqn&__tn__=-UC%2CP-R,,189.0,73.0,17.0,0,'FAKE'
95,95,CNN,"""A new US intelligence report that finds Russia interfered in the 2020 election to help Donald Trump and hurt Joe Biden also underscores a fundamental truth: The gravest threat to US democracy comes from within,"" writes CNN's Stephen Collinson.","Analysis: New US intel report shows Russia, Trump and GOP acolytes have same goals",https://www.facebook.com/cnn/?__cft__[0]=AZWR47z60vqQJ4PaKLsi2SO9Y6tQUum7_73Biv0t7b3HNvZKeoYEBoJtfrokQfT1v6zituajQwkUIdol5heNKAIjVKsmmr_rQqTY_vslDoDh9Nn2xK3PSYd0ZJD0TaRpcYPwRfuxCWrODY9icTQqdXsS&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGzrIzy1n8v8nAa&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210301201624-donald-trump-210228-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHJYbcyRhhGwi4L,4400.0,2800.0,542.0,113,'FAKE'
96,96,CNN,Maybe it's time to quit your day job,"A winery will pay you $10,000 a month to work and live rent-free in Sonoma",https://www.facebook.com/cnn/?__cft__[0]=AZVDhmua3w0Po32iQAdbobN-DZJpj_5fuVt0pQoCZ_Rtnvdpcwk75UQZSlGVMZ1dFrD2S3RLPBP2IY5bLUgeRiEzflr0dbSCRac4ajkkGIqEQLhyr8kiDU4ERUvVWe2FwGJaeWJPTNKhT8Zrv1M3CyWp&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQH6cqf2AdPDqeWa&w=500&h=261&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F210321113909-sonoma-county-wine-job-super-tease.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGrBrEYz3t5E-2r,22000.0,5500.0,6200.0,5,'FAKE'
